BookingID,UserID,BookingDateTime,TotalPrice,Status,ServiceType
445,82,2024-01-23 19:56:59,34677.64,Cancelled,Flight
446,201,2025-02-04 02:36:54,3880.86,Refunded,Bus
447,298,2026-06-05 01:58:14,14848.5,Completed,Hotel
448,101,2026-01-22 23:42:39,3844.62,Confirmed,Flight
449,87,2024-02-27 03:29:49,6303.53,Completed,CarRental
450,207,2024-09-07 01:14:15,24393.8,Confirmed,Flight
451,46,2026-03-07 16:52:54,43790.24,Cancelled,Flight
452,62,2024-04-29 03:00:31,166091.22,Confirmed,Hotel
453,93,2025-01-28 17:37:43,9318.08,Cancelled,Flight
454,202,2025-07-23 19:31:49,75178.08,Refunded,Hotel
455,64,2026-02-10 07:33:12,8013.96,Confirmed,Flight
456,83,2024-03-30 20:28:47,1152.97,Completed,Train
457,1,2024-09-11 10:56:40,7932.59,Confirmed,CarRental
458,228,2024-05-23 21:00:37,8038.65,Pending,Bus
459,262,2024-08-02 03:36:17,16554.98,Confirmed,Flight
460,184,2024-10-11 04:40:41,17677.95,Cancelled,Flight
461,84,2025-02-13 16:36:17,2469.25,Confirmed,CarRental
462,138,2025-10-10 23:30:16,3242.26,Confirmed,Bus
463,281,2025-02-20 02:24:05,31569.2,Completed,Hotel
464,116,2024-10-07 00:21:32,7851.14,Confirmed,Flight
465,251,2024-04-07 19:15:31,4863.39,Completed,Bus
466,88,2024-11-21 14:11:00,32959.24,Confirmed,Flight
467,190,2025-12-25 09:04:11,1724.96,Cancelled,Bus
468,182,2026-03-28 17:03:48,23774.08,Refunded,Flight
469,118,2024-11-08 23:08:33,10644.53,Confirmed,CarRental
470,85,2025-08-12 02:05:25,12216.2,Confirmed,Bus
471,70,2025-05-06 18:07:28,1440.78,Refunded,Bus
472,4,2026-01-01 15:28:22,4049.18,Refunded,Bus
473,271,2025-12-01 22:10:48,30221.6,Confirmed,Hotel
474,69,2025-06-10 12:51:46,179132.5,Confirmed,Hotel
475,61,2024-10-24 10:53:33,23410.62,Pending,Flight
476,19,2025-04-19 22:29:29,4627.03,Pending,Flight
477,169,2024-11-01 12:53:05,36187.7,Confirmed,Flight
478,4,2024-06-08 23:54:26,31899.52,Completed,Flight
479,275,2026-04-11 09:48:41,2646.67,Confirmed,CarRental
480,102,2024-04-23 06:54:06,26208.04,Completed,Flight
481,137,2024-05-01 15:19:53,6235.89,Pending,Hotel
482,167,2026-02-08 14:33:32,5763.12,Refunded,Bus
483,11,2024-05-09 05:39:47,92880.72,Completed,Hotel
484,223,2025-05-06 10:32:20,56593.72,Completed,Hotel
485,127,2025-11-13 15:37:30,55597.62,Confirmed,Hotel
486,77,2024-08-22 04:23:09,84153.72,Confirmed,Hotel
487,119,2024-08-15 12:14:23,84890.58,Cancelled,Hotel
488,27,2024-11-07 04:00:25,31676.73,Completed,Flight
489,94,2024-02-11 00:01:10,1468.53,Confirmed,Bus
490,52,2025-03-17 06:43:47,5133.24,Completed,CarRental
491,67,2024-12-05 13:07:40,7422.69,Completed,Bus
492,45,2026-06-27 03:52:21,73959.12,Confirmed,Hotel
493,98,2024-07-16 16:13:47,16028.49,Confirmed,Flight
494,274,2026-01-08 05:35:42,49933.8,Confirmed,Flight
495,287,2024-12-21 13:19:33,30960.24,Pending,Hotel
496,35,2025-05-09 15:15:19,6932.51,Refunded,CarRental
497,24,2025-08-02 02:12:48,6108.84,Confirmed,Bus
498,261,2025-01-28 20:28:47,63420.72,Cancelled,Hotel
499,5,2026-06-19 18:40:13,214488.36,Pending,Hotel
500,156,2026-05-22 08:01:19,2653.31,Completed,Bus
501,143,2024-05-16 09:50:46,9476.0,Confirmed,Hotel
502,69,2025-02-22 22:15:48,5133.7,Completed,Flight
503,276,2025-11-04 21:14:09,5763.12,Confirmed,Bus
504,283,2024-07-30 16:05:58,18343.12,Confirmed,Flight
505,80,2025-04-01 08:26:12,20534.8,Cancelled,Flight
506,97,2025-08-06 17:51:33,55777.86,Confirmed,Hotel
507,97,2024-03-12 05:13:31,111555.72,Confirmed,Hotel
508,23,2024-05-15 09:02:30,5235.04,Confirmed,Flight
509,228,2026-04-15 05:56:23,32057.1,Completed,Flight
510,23,2024-04-15 19:49:47,18673.32,Completed,Flight
511,147,2024-08-19 14:00:29,11710.19,Confirmed,Hotel
512,185,2024-03-27 01:34:41,39087.75,Confirmed,Flight
513,147,2024-12-22 03:47:01,9147.9,Completed,Train
514,2,2026-06-01 05:24:42,25390.6,Confirmed,Flight
515,35,2024-04-25 21:02:19,10794.96,Cancelled,CarRental
516,47,2024-11-26 04:38:36,9162.15,Confirmed,Bus
517,212,2025-09-08 23:10:40,31501.84,Completed,Flight
518,118,2025-01-28 03:02:39,214488.36,Cancelled,Hotel
519,113,2025-12-20 03:10:36,35321.76,Confirmed,Flight
520,57,2024-03-02 12:43:09,5200.6,Completed,Train
521,74,2025-01-21 00:57:33,10498.7,Cancelled,Flight
522,38,2025-05-03 21:37:27,28445.97,Confirmed,Flight
523,94,2025-04-26 05:06:04,1870.08,Refunded,Bus
524,228,2026-03-11 23:28:41,22620.86,Confirmed,Flight
525,89,2025-05-30 05:50:17,110727.48,Confirmed,Hotel
526,133,2025-08-08 18:16:21,5174.48,Completed,Bus
527,109,2025-02-14 22:32:19,29855.44,Confirmed,Flight
528,208,2026-04-27 13:51:08,54281.55,Confirmed,Flight
529,172,2024-01-29 08:43:15,6158.59,Completed,Flight
530,159,2024-07-11 20:05:11,108621.48,Confirmed,Hotel
531,183,2026-02-08 10:16:55,55087.98,Cancelled,Hotel
532,183,2024-05-12 03:32:43,44481.39,Completed,Hotel
533,13,2025-08-24 13:54:44,83818.8,Pending,Hotel
534,78,2025-11-29 16:51:40,3830.68,Confirmed,Train
535,73,2026-02-26 05:51:48,84359.52,Refunded,Hotel
536,175,2025-04-03 04:46:36,45502.68,Completed,Flight
537,123,2024-08-01 22:13:24,11425.15,Confirmed,CarRental
538,45,2025-05-25 03:25:35,52117.38,Pending,Flight
539,92,2025-12-28 16:46:30,9865.47,Completed,CarRental
540,72,2024-05-06 20:42:25,17677.95,Pending,Flight
541,67,2025-03-27 13:21:08,8278.2,Refunded,Train
542,260,2025-04-05 09:34:09,91761.57,Confirmed,Hotel
543,288,2024-01-09 05:37:38,36515.32,Confirmed,Flight
544,179,2025-04-22 17:03:25,12730.16,Refunded,Train
545,169,2024-03-07 11:33:07,10685.23,Completed,CarRental
546,80,2025-04-26 05:17:52,12483.45,Confirmed,Flight
547,186,2026-03-19 15:39:35,22751.34,Pending,Flight
548,217,2024-10-03 09:10:39,18093.85,Confirmed,Flight
549,153,2024-06-17 07:13:51,5846.91,Completed,CarRental
550,224,2024-12-29 20:45:52,3652.1,Cancelled,Train
551,102,2024-03-20 21:03:43,48003.51,Confirmed,Flight
552,256,2026-06-04 11:31:12,11452.2,Confirmed,Bus
553,65,2025-10-11 16:21:34,24177.12,Confirmed,Flight
554,98,2025-11-26 21:00:07,28445.97,Confirmed,Flight
555,234,2025-02-27 14:56:30,56962.36,Completed,Flight
556,235,2025-03-14 13:35:05,14827.13,Confirmed,Hotel
557,224,2025-10-11 10:18:45,11425.15,Confirmed,CarRental
558,211,2024-04-16 18:04:24,69489.84,Refunded,Flight
559,149,2026-05-22 15:18:54,62782.44,Confirmed,Flight
560,203,2024-01-08 13:38:25,84153.72,Confirmed,Hotel
561,213,2025-11-20 08:47:41,17690.36,Confirmed,Train
562,124,2025-07-23 14:14:56,42144.8,Confirmed,Hotel
563,89,2025-02-16 11:34:57,25296.2,Refunded,Flight
564,259,2024-05-01 22:59:24,6986.79,Cancelled,Train
565,82,2024-11-26 07:25:07,44205.6,Confirmed,Flight
566,293,2025-01-26 00:55:14,2684.19,Confirmed,CarRental
567,100,2025-07-02 08:55:45,2357.84,Cancelled,Bus
568,74,2025-10-04 00:50:33,2509.76,Confirmed,Flight
569,48,2024-03-20 17:59:41,1597.14,Completed,Train
570,215,2025-01-19 11:25:02,5221.34,Pending,Train
571,92,2025-11-06 20:39:16,28445.97,Confirmed,Flight
572,3,2024-06-11 18:59:46,1460.84,Completed,Train
573,187,2024-04-27 07:53:57,5771.36,Confirmed,Flight
574,179,2025-12-26 20:04:45,61174.38,Completed,Hotel
575,129,2024-06-26 07:12:16,6565.57,Completed,CarRental
576,85,2026-03-24 07:29:38,37070.66,Pending,Hotel
577,140,2026-04-15 11:36:19,65010.8,Confirmed,Hotel
578,33,2025-04-05 06:05:21,6307.81,Confirmed,CarRental
579,272,2024-12-26 14:30:06,28308.63,Confirmed,Flight
580,164,2025-12-05 00:23:48,52117.38,Completed,Flight
581,39,2025-08-10 23:31:47,11608.52,Cancelled,Bus
582,164,2024-07-21 07:10:37,15292.12,Confirmed,Train
583,197,2024-08-30 20:59:11,2509.76,Confirmed,Flight
584,213,2026-01-10 10:57:32,17677.95,Completed,Flight
585,233,2025-05-20 23:20:29,21330.3,Confirmed,Train
586,72,2024-04-17 11:45:17,14240.59,Cancelled,Flight
587,133,2026-06-23 01:34:06,13620.9,Confirmed,Flight
588,195,2024-10-03 06:12:06,47212.74,Confirmed,Hotel
589,212,2025-10-14 16:16:00,55597.62,Confirmed,Hotel
590,165,2026-03-02 17:34:29,19656.03,Confirmed,Flight
591,125,2025-11-06 23:33:41,1524.18,Confirmed,Bus
592,271,2025-06-10 11:24:32,6101.08,Completed,Bus
593,263,2024-07-26 14:34:15,59710.88,Confirmed,Flight
594,53,2024-05-30 16:46:58,4715.68,Confirmed,Bus
595,181,2024-09-28 04:18:29,46131.6,Refunded,Flight
596,221,2025-06-04 12:09:03,61174.38,Confirmed,Hotel
597,217,2024-07-17 10:42:15,128209.5,Confirmed,Hotel
598,128,2024-04-23 07:59:40,4668.33,Confirmed,Flight
599,208,2025-02-05 14:18:16,10159.14,Confirmed,Flight
600,245,2026-01-26 11:06:59,17260.05,Confirmed,Flight
601,220,2024-12-08 00:45:29,2875.71,Confirmed,CarRental
602,181,2025-04-30 21:13:55,87779.0,Confirmed,Hotel
603,156,2026-04-03 12:13:17,147376.7,Pending,Hotel
604,132,2025-11-10 17:42:45,2509.76,Completed,Flight
605,248,2024-04-25 09:49:41,2024.59,Refunded,Bus
606,73,2024-12-31 18:07:31,20684.52,Confirmed,Flight
607,141,2026-06-17 22:49:27,17264.0,Refunded,Train
608,179,2026-06-28 12:03:30,142462.5,Cancelled,Hotel
609,22,2025-08-16 18:56:07,3200.5,Completed,Train
610,178,2024-10-22 04:00:42,48927.12,Confirmed,Hotel
611,84,2024-11-06 17:43:29,19042.95,Completed,Flight
612,129,2024-05-21 12:45:03,4021.26,Completed,Bus
613,101,2025-03-18 21:18:26,8729.48,Confirmed,Flight
614,198,2025-03-08 14:31:52,11040.45,Confirmed,Train
615,157,2024-03-28 10:49:32,94425.48,Pending,Hotel
616,224,2024-04-08 05:02:47,180272.16,Refunded,Hotel
617,184,2025-04-24 12:53:44,11099.76,Cancelled,Hotel
618,287,2024-01-28 15:19:30,4868.7,Confirmed,Bus
619,28,2026-02-12 14:17:46,79008.96,Confirmed,Hotel
620,139,2026-04-29 23:39:41,6896.06,Confirmed,Flight
621,262,2026-01-27 01:55:49,92880.72,Confirmed,Hotel
622,4,2026-04-04 17:39:24,18266.84,Confirmed,Flight
623,13,2026-05-02 18:24:56,55363.74,Pending,Hotel
624,248,2024-07-07 08:33:12,18508.12,Refunded,Flight
625,88,2025-06-07 19:54:14,87683.4,Confirmed,Hotel
626,214,2026-04-13 15:28:03,65499.24,Confirmed,Flight
627,18,2025-10-22 23:40:52,8742.12,Pending,Flight
628,240,2026-06-22 16:41:16,35783.56,Completed,Flight
629,200,2025-06-09 02:17:06,56239.68,Confirmed,Hotel
630,156,2025-02-07 02:29:00,35885.68,Pending,Flight
631,93,2025-08-12 18:27:30,12020.94,Refunded,Flight
632,207,2024-03-10 01:38:08,4242.78,Confirmed,Train
633,119,2026-03-01 08:36:53,2326.16,Confirmed,Train
634,33,2024-03-04 22:16:43,2509.76,Completed,Flight
635,16,2024-06-27 11:41:34,5929.84,Confirmed,Bus
636,147,2024-08-18 07:19:30,141638.22,Confirmed,Hotel
637,50,2024-07-27 01:12:36,7043.52,Confirmed,Train
638,271,2025-05-23 06:55:21,117967.3,Confirmed,Hotel
639,71,2026-03-31 02:26:42,85306.44,Pending,Hotel
640,292,2024-03-21 04:37:51,16028.55,Refunded,Flight
641,129,2025-02-03 13:01:51,1262.18,Confirmed,Train
642,160,2025-02-12 22:31:27,79008.96,Confirmed,Hotel
643,16,2024-02-03 12:18:28,29992.35,Cancelled,Flight
644,31,2024-05-22 07:26:09,12440.46,Refunded,Train
645,121,2025-05-20 02:39:16,9436.21,Confirmed,Flight
646,283,2025-05-05 04:42:49,1410.88,Completed,Bus
647,221,2025-05-04 11:02:49,6988.39,Confirmed,Flight
648,10,2025-07-19 17:33:19,16407.56,Confirmed,Hotel
649,189,2024-12-26 07:03:01,59110.9,Completed,Hotel
650,8,2026-06-13 09:05:57,35823.6,Confirmed,Flight
651,67,2025-09-12 14:29:02,5962.8,Pending,Hotel
652,113,2025-03-30 11:01:17,5551.14,Completed,Bus
653,28,2024-12-20 14:57:28,33021.5,Pending,Flight
654,267,2024-08-24 11:06:08,19656.03,Refunded,Flight
655,19,2024-08-28 16:01:48,5285.76,Pending,CarRental
656,154,2026-04-27 03:04:34,71567.12,Confirmed,Flight
657,95,2025-11-06 15:41:43,10159.14,Refunded,Flight
658,14,2026-07-20 22:09:48,13432.98,Completed,Train
659,219,2026-03-12 02:04:46,270408.24,Confirmed,Hotel
660,238,2025-03-10 20:50:52,18636.16,Refunded,Flight
661,122,2024-05-15 00:33:10,8207.01,Completed,Bus
662,141,2025-01-05 09:47:05,1309.2,Completed,Bus
663,237,2024-01-18 16:00:59,125162.7,Confirmed,Hotel
664,283,2024-11-17 02:19:54,52117.38,Pending,Flight
665,254,2024-05-10 08:16:48,10664.2,Confirmed,Flight
666,163,2024-02-12 20:08:56,38124.18,Confirmed,Flight
667,181,2025-07-07 01:37:43,8669.41,Confirmed,Flight
668,219,2026-06-15 10:18:24,20515.05,Confirmed,Flight
669,16,2024-06-13 13:24:34,27077.42,Confirmed,Flight
670,177,2024-08-08 13:47:35,16153.65,Confirmed,Hotel
671,258,2025-08-11 22:56:57,846.48,Refunded,Bus
672,295,2024-10-27 08:53:05,31676.73,Completed,Flight
673,124,2025-03-31 14:55:29,8729.48,Completed,Flight
674,65,2025-07-04 08:55:05,3341.08,Cancelled,Bus
675,147,2024-12-15 11:25:36,21371.32,Confirmed,Flight
676,102,2026-07-10 06:33:01,16510.75,Pending,Flight
677,284,2025-12-29 17:06:25,16177.92,Confirmed,Flight
678,68,2025-06-11 19:16:17,2191.26,Cancelled,Train
679,173,2025-08-28 22:09:51,9720.24,Confirmed,CarRental
680,231,2026-01-28 15:51:46,6101.08,Completed,Bus
681,261,2024-03-26 05:32:36,77787.42,Confirmed,Hotel
682,144,2026-03-02 03:31:40,45899.07,Confirmed,Flight
683,166,2025-01-28 11:35:56,9920.33,Confirmed,CarRental
684,108,2025-03-16 18:54:04,16649.64,Completed,Hotel
685,115,2026-06-25 06:09:53,4790.75,Completed,CarRental
686,143,2024-05-24 03:29:39,44481.39,Confirmed,Hotel
687,100,2024-01-07 17:46:51,49305.9,Confirmed,Flight
688,62,2025-03-31 15:44:17,19802.04,Pending,Flight
689,60,2024-12-28 02:52:43,7670.82,Confirmed,Bus
690,38,2025-12-24 11:27:42,15593.46,Confirmed,Hotel
691,101,2024-09-28 17:06:58,89363.45,Confirmed,Hotel
692,110,2024-01-04 15:48:47,325864.44,Confirmed,Hotel
693,93,2026-06-17 10:55:34,10991.16,Confirmed,Train
694,279,2025-05-07 10:45:20,53735.4,Confirmed,Flight
695,60,2024-06-29 16:55:13,4572.54,Completed,Bus
696,248,2026-05-10 17:48:37,1651.73,Cancelled,Bus
697,260,2024-08-08 14:53:29,61920.48,Confirmed,Hotel
698,28,2024-10-01 17:40:36,9997.45,Confirmed,Flight
699,86,2025-07-02 07:30:27,2667.37,Confirmed,CarRental
700,11,2026-01-09 00:46:07,17677.95,Cancelled,Flight
701,284,2024-03-05 23:50:43,31614.7,Confirmed,Hotel
702,203,2026-05-30 08:20:59,10467.42,Completed,Train
703,270,2024-04-14 18:15:32,2679.55,Cancelled,Bus
704,18,2024-10-05 04:30:06,20005.71,Cancelled,Hotel
705,139,2026-06-01 03:05:30,71218.4,Confirmed,Flight
706,201,2024-07-17 22:03:09,4099.2,Completed,Bus
707,296,2025-04-27 13:42:39,38893.71,Completed,Hotel
708,196,2024-01-18 18:05:47,5424.72,Cancelled,CarRental
709,56,2025-04-08 08:09:28,9495.76,Confirmed,Hotel
710,43,2024-04-07 20:25:16,11542.72,Confirmed,Flight
711,31,2026-02-24 17:57:53,16649.64,Completed,Hotel
712,251,2025-07-12 18:11:51,6304.16,Completed,CarRental
713,42,2024-04-17 15:29:57,4668.33,Confirmed,Flight
714,218,2025-05-22 06:12:56,207547.44,Refunded,Hotel
715,152,2024-04-30 15:51:19,2555.67,Completed,Bus
716,268,2025-12-02 07:26:39,167637.6,Completed,Hotel
717,35,2024-01-06 11:21:13,6238.22,Confirmed,Flight
718,180,2025-10-13 20:21:29,10386.12,Confirmed,Flight
719,219,2025-08-21 11:07:55,10451.16,Completed,Hotel
720,40,2025-08-29 05:32:58,3571.47,Confirmed,Bus
721,197,2024-12-04 20:57:32,8347.85,Completed,CarRental
722,108,2024-06-21 00:05:50,7632.44,Confirmed,CarRental
723,40,2026-07-06 01:54:00,42144.8,Confirmed,Hotel
724,202,2025-01-21 14:02:12,54772.98,Pending,Flight
725,110,2024-06-19 23:04:29,9896.92,Completed,Bus
726,62,2025-07-25 15:51:10,42721.77,Completed,Flight
727,110,2025-09-23 20:22:53,5741.6,Confirmed,Hotel
728,7,2025-09-13 09:56:26,89735.04,Confirmed,Hotel
729,242,2025-09-14 23:01:08,61174.38,Pending,Hotel
730,280,2026-04-06 03:46:56,8239.0,Confirmed,Flight
731,50,2026-05-28 19:48:34,8347.85,Completed,CarRental
732,87,2026-07-16 21:21:59,17224.8,Completed,Hotel
733,34,2024-07-16 18:15:35,2679.55,Confirmed,Bus
734,141,2025-07-28 12:46:04,12659.62,Confirmed,Flight
735,96,2024-11-21 21:31:23,2974.96,Confirmed,Bus
736,98,2026-02-04 04:49:57,39674.16,Completed,Flight
737,226,2024-09-27 03:21:52,24719.43,Pending,Flight
738,268,2025-04-05 22:58:29,39989.8,Confirmed,Flight
739,223,2024-12-21 23:31:13,18922.59,Completed,Flight
740,265,2025-11-05 22:58:41,142992.24,Confirmed,Hotel
741,54,2025-10-06 13:03:59,65526.44,Confirmed,Flight
742,240,2025-07-13 06:46:40,89735.04,Confirmed,Hotel
743,192,2025-09-07 12:18:06,4868.7,Pending,Bus
744,296,2025-02-14 21:35:35,13792.12,Confirmed,Flight
745,269,2024-07-22 20:40:47,42721.77,Confirmed,Flight
746,178,2025-04-14 14:25:03,219877.02,Confirmed,Hotel
747,105,2025-03-23 03:16:58,13881.09,Confirmed,Flight
748,242,2025-11-15 13:42:01,1482.46,Pending,Bus
749,163,2026-02-20 04:51:41,3927.6,Cancelled,Bus
750,218,2025-09-03 14:20:22,66043.0,Refunded,Flight
751,14,2024-08-15 22:09:20,1468.53,Confirmed,Bus
752,118,2024-05-21 18:12:09,40273.2,Confirmed,Flight
753,218,2024-06-03 10:22:30,60443.2,Completed,Hotel
754,55,2025-04-21 03:00:31,2484.54,Completed,Bus
755,83,2024-11-22 04:41:14,85473.0,Refunded,Hotel
756,206,2025-03-08 01:59:04,90664.8,Completed,Hotel
757,231,2025-05-29 13:34:26,8905.59,Pending,Bus
758,41,2024-06-02 00:15:11,7932.59,Completed,CarRental
759,25,2025-04-20 10:15:24,15332.92,Confirmed,Flight
760,13,2025-07-09 09:43:47,64711.68,Confirmed,Flight
761,58,2024-12-31 01:19:58,4715.68,Refunded,Bus
762,65,2026-01-14 05:15:58,3975.2,Pending,Hotel
763,235,2025-12-06 22:28:23,21580.0,Confirmed,Train
764,52,2025-01-26 18:39:51,20688.18,Confirmed,Flight
765,156,2025-09-22 18:42:56,8293.64,Refunded,Train
766,141,2026-02-03 06:45:41,62581.35,Completed,Hotel
767,140,2024-01-06 14:49:30,33989.96,Confirmed,Flight
768,50,2024-08-14 08:11:08,5454.42,Confirmed,Bus
769,236,2025-08-25 15:19:10,31569.2,Completed,Hotel
770,256,2024-08-03 19:22:41,2656.86,Confirmed,Bus
771,41,2025-10-08 17:42:51,2078.1,Refunded,CarRental
772,272,2025-01-13 11:04:10,10684.76,Completed,Bus
773,146,2025-07-23 17:52:04,13792.12,Confirmed,Flight
774,293,2024-10-23 06:30:12,10616.44,Confirmed,Bus
775,186,2025-10-07 03:50:46,263337.0,Completed,Hotel
776,91,2025-02-13 10:30:02,16407.56,Confirmed,Hotel
777,211,2024-07-12 23:10:16,69182.48,Confirmed,Hotel
778,167,2025-09-16 09:06:00,178726.9,Confirmed,Hotel
779,283,2025-06-07 07:01:41,151620.96,Confirmed,Hotel
780,103,2024-11-26 04:49:46,12082.05,Completed,Flight
781,91,2025-04-17 18:12:44,10414.35,Confirmed,Train
782,4,2026-02-05 01:10:36,4558.36,Cancelled,Train
783,37,2026-03-12 15:11:08,19574.85,Completed,Train
784,274,2026-01-01 00:51:49,53630.37,Pending,Hotel
785,226,2025-03-14 04:31:00,47252.76,Confirmed,Flight
786,188,2025-02-26 23:54:13,7904.4,Completed,Flight
787,252,2026-02-09 08:54:37,41530.88,Completed,Flight
788,72,2024-05-31 18:59:50,32842.68,Completed,Flight
789,157,2025-05-01 16:00:53,8013.96,Completed,Flight
790,109,2025-08-20 11:01:49,59823.36,Confirmed,Hotel
791,265,2025-02-19 17:21:57,10390.49,Confirmed,CarRental
792,249,2025-10-25 06:09:27,19072.38,Refunded,Hotel
793,34,2024-12-16 08:11:08,21895.12,Completed,Flight
794,101,2024-12-31 18:09:37,59898.3,Pending,Hotel
795,269,2026-07-08 08:18:53,16510.75,Confirmed,Flight
796,276,2026-06-12 02:53:33,126230.58,Confirmed,Hotel
797,126,2024-08-21 16:36:17,40924.89,Confirmed,Flight
798,298,2025-05-03 16:54:12,14437.21,Confirmed,Hotel
799,102,2024-04-12 19:44:49,146584.68,Confirmed,Hotel
800,58,2026-01-07 16:06:57,39945.24,Confirmed,Hotel
801,253,2025-10-08 06:25:38,35130.57,Completed,Hotel
802,128,2024-12-15 10:01:22,141638.22,Refunded,Hotel
803,94,2025-05-14 00:14:14,14289.05,Completed,Train
804,227,2024-12-16 23:13:28,1262.18,Refunded,Train
805,158,2025-05-28 11:07:07,10297.88,Completed,Bus
806,293,2025-11-19 05:37:43,11542.72,Completed,Flight
807,214,2026-03-09 09:48:28,2367.57,Confirmed,CarRental
808,182,2026-04-29 11:28:53,48873.56,Pending,Flight
809,3,2026-02-19 14:42:43,3716.93,Confirmed,CarRental
810,141,2024-01-20 07:21:44,7422.69,Confirmed,Bus
811,287,2026-01-26 07:15:42,38587.84,Confirmed,Hotel
812,200,2025-12-05 17:43:57,72559.76,Confirmed,Flight
813,57,2025-04-28 04:53:20,71218.4,Confirmed,Flight
814,286,2025-06-27 10:36:36,5892.65,Confirmed,Flight
815,185,2026-07-15 16:13:57,52561.2,Confirmed,Flight
816,12,2024-05-23 04:20:22,11099.76,Cancelled,Hotel
817,271,2024-03-02 18:39:03,29029.92,Completed,Flight
818,171,2025-10-11 02:26:36,278607.78,Confirmed,Hotel
819,98,2026-02-08 02:39:39,14779.52,Cancelled,Train
820,78,2025-10-28 12:01:50,32625.18,Confirmed,Flight
821,222,2026-06-29 00:46:55,21547.95,Cancelled,Hotel
822,200,2024-01-20 00:18:39,16994.98,Confirmed,Flight
823,168,2025-06-29 16:39:58,3328.8,Confirmed,Bus
824,52,2024-01-27 19:25:16,6953.88,Confirmed,Bus
825,107,2024-07-25 11:01:45,61174.38,Confirmed,Hotel
826,14,2024-05-20 16:00:24,4558.36,Confirmed,Train
827,107,2025-01-24 01:47:30,40763.72,Pending,Hotel
828,297,2026-01-11 18:48:18,10218.24,Confirmed,Flight
829,108,2024-04-02 18:27:21,10593.06,Completed,Hotel
830,154,2024-08-22 03:04:29,4316.0,Cancelled,Train
831,141,2026-01-17 23:34:10,27795.82,Completed,Flight
832,32,2025-09-02 07:38:22,12741.36,Completed,Flight
833,57,2026-03-16 05:54:42,56239.68,Confirmed,Hotel
834,165,2024-01-30 00:56:25,33698.08,Completed,Flight
835,24,2025-07-06 13:43:38,5949.3,Refunded,Flight
836,48,2025-03-05 02:24:53,5732.69,Confirmed,CarRental
837,1,2024-11-14 17:20:22,13432.98,Pending,Train
838,245,2025-05-19 20:47:53,20877.48,Confirmed,Flight
839,207,2024-10-16 22:23:31,30824.28,Confirmed,Flight
840,267,2025-06-13 21:00:50,1879.64,Completed,Bus
841,198,2025-10-09 01:44:53,10644.53,Confirmed,CarRental
842,122,2024-06-14 14:26:44,23570.6,Completed,Flight
843,296,2025-02-19 16:27:38,18280.04,Confirmed,Hotel
844,50,2025-11-15 12:27:55,32792.58,Refunded,Flight
845,57,2024-05-03 20:02:30,49305.9,Completed,Flight
846,43,2026-06-06 18:22:35,141638.22,Confirmed,Hotel
847,78,2025-07-30 19:19:01,29703.06,Refunded,Flight
848,272,2024-06-19 13:38:02,15949.76,Confirmed,Flight
849,277,2025-09-16 15:26:16,41878.36,Confirmed,Flight
850,244,2025-04-24 11:43:14,5803.41,Confirmed,Bus
851,160,2024-08-01 22:19:22,18508.12,Confirmed,Flight
852,82,2025-10-23 15:15:20,38893.71,Cancelled,Hotel
853,37,2024-08-19 10:03:24,3182.54,Confirmed,Train
854,106,2025-03-30 05:11:05,2010.63,Completed,Bus
855,119,2025-11-07 15:57:25,6489.5,Completed,Train
856,140,2024-02-11 13:53:24,10039.04,Completed,Flight
857,186,2024-09-04 18:00:19,80579.52,Cancelled,Hotel
858,169,2025-03-05 09:08:51,16028.55,Completed,Flight
859,114,2025-08-28 15:47:34,43790.24,Completed,Flight
860,22,2025-09-08 03:55:29,19293.92,Confirmed,Hotel
861,216,2026-04-14 14:20:08,10282.36,Confirmed,Flight
862,222,2025-11-16 00:56:00,55363.74,Confirmed,Hotel
863,142,2025-04-01 01:44:25,73959.12,Completed,Hotel
864,165,2026-01-28 14:36:41,4021.26,Completed,Bus
865,161,2025-09-28 18:06:08,5306.62,Confirmed,Bus
866,82,2024-06-21 11:45:04,54772.98,Confirmed,Flight
867,39,2024-07-22 03:23:57,3407.56,Confirmed,Bus
868,151,2025-09-20 20:45:25,14514.96,Confirmed,Flight
869,116,2025-03-26 23:35:20,30800.34,Confirmed,Flight
870,291,2024-07-15 15:00:44,19389.3,Confirmed,Train
871,199,2026-02-03 09:31:14,7832.01,Completed,Train
872,121,2024-11-23 19:40:27,10470.08,Completed,Flight
873,276,2025-08-15 04:41:17,5133.24,Confirmed,CarRental
874,179,2026-01-04 23:28:56,6600.84,Refunded,Train
875,28,2025-04-16 22:31:48,10451.16,Pending,Hotel
876,30,2026-07-06 12:39:21,5518.8,Pending,Train
877,15,2025-12-31 21:45:46,127330.08,Pending,Hotel
878,111,2025-11-08 16:27:39,214488.36,Completed,Hotel
879,261,2025-02-20 05:15:04,6196.27,Refunded,CarRental
880,28,2025-12-30 13:02:49,1130.84,Confirmed,Bus
881,100,2024-09-11 21:54:03,4046.66,Confirmed,Train
882,199,2026-04-04 14:50:21,721.74,Cancelled,Bus
883,94,2024-04-08 11:19:49,24634.36,Completed,Flight
884,42,2024-12-13 16:26:48,55870.56,Confirmed,Hotel
885,271,2024-01-13 00:10:10,29911.68,Completed,Hotel
886,256,2024-07-05 19:29:11,2469.25,Confirmed,CarRental
887,91,2025-06-03 05:25:10,6238.22,Pending,Flight
